id,quarter,month,date,total_storage,volumes_digitised,images_digitised,digitised_size,volumes_uploaded,images_uploaded,image_storage_size,not_volumes,not_images,not_storage_size,volume_master,images_master,master_on_viewer,storage_master,estimated_storage_on_viwer,volumes_goobi,images_goobi,upload_goobi,storaged_used
73,second,jun,2027-06-25,64,2147.0,397247.0,177.5,600.0,213840.0,108.04,266.0,18546.0,3.72,650.0,294252.0,653.0,218.78,67.44,1.4,0.62,1.6,4.04
74,third,jul,2027-07-02,64,2298.0,402601.0,178.6,616.0,214587.0,108.24,266.0,18535.0,3.73,654.0,297372.0,658.0,224.05,68.41,1.41,0.62,1.63,4.09
75,third,jul,2027-07-09,64,2541.0,405719.0,178.48,604.0,218962.0,109.27,270.0,18535.0,3.74,662.0,305993.0,667.0,226.84,69.03,1.43,0.64,1.67,4.13
76,third,jul,2027-07-16,64,2327.0,403243.0,179.75,610.0,219535.0,110.27,273.0,18544.0,3.74,674.0,311010.0,675.0,228.13,70.13,1.44,0.64,1.68,4.1
77,third,jul,2027-07-23,64,2279.0,406435.0,178.77,621.0,219365.0,110.81,279.0,18551.0,3.74,682.0,320529.0,684.0,231.14,71.58,1.46,0.65,1.71,4.17
78,third,jul,2027-07-30,64,2344.0,404647.0,180.22,630.0,218537.0,112.48,283.0,18551.0,3.74,690.0,324775.0,691.0,234.97,72.74,1.51,0.65,1.75,4.24
79,third,aug,2027-08-06,64,2415.0,405863.0,181.03,644.0,220137.0,114.06,288.0,18545.0,3.76,690.0,324900.0,698.0,236.92,73.72,1.52,0.65,1.76,4.24
80,third,aug,2027-08-13,64,2551.0,408203.0,181.93,649.0,222624.0,115.47,289.0,18561.0,3.79,693.0,329289.0,708.0,240.09,74.42,1.52,0.66,1.82,4.29
81,third,aug,2027-08-20,64,2790.0,412717.0,183.81,650.0,225229.0,115.82,291.0,18554.0,3.8,699.0,335397.0,715.0,243.49,75.2,1.54,0.66,1.86,4.39
82,third,aug,2027-08-27,64,2909.0,415887.0,184.42,636.0,228437.0,115.63,291.0,18549.0,3.79,704.0,340292.0,728.0,247.25,76.09,1.56,0.69,1.89,4.5
83,third,sep,2027-09-03,64,3089.0,416494.0,184.69,636.0,229319.0,116.12,293.0,18541.0,3.81,715.0,343006.0,746.0,249.88,77.28,1.53,0.68,1.93,4.59
84,third,sep,2027-09-10,64,3011.0,418639.0,184.44,655.0,229650.0,116.87,294.0,18539.0,3.81,725.0,351637.0,756.0,251.8,78.51,1.56,0.69,1.98,4.65
85,third,sep,2027-09-17,64,3053.0,423378.0,184.96,653.0,232420.0,117.24,297.0,18541.0,3.82,732.0,361807.0,765.0,254.62,78.74,1.58,0.69,2.03,4.71
86,third,sep,2027-09-24,64,2841.0,428427.0,186.62,661.0,236606.0,118.43,296.0,18553.0,3.81,745.0,365849.0,775.0,257.76,79.67,1.57,0.71,2.06,4.81
87,fourth,oct,2027-10-01,64,3162.0,430344.0,187.79,651.0,236898.0,119.22,297.0,18568.0,3.82,752.0,371325.0,788.0,260.04,80.42,1.57,0.71,2.08,4.86
88,fourth,oct,2027-10-08,64,2978.0,430613.0,189.41,657.0,239364.0,119.38,300.0,18592.0,3.81,763.0,376921.0,796.0,260.43,80.99,1.6,0.72,2.13,4.91
89,fourth,oct,2027-10-15,64,3223.0,430229.0,188.95,652.0,242136.0,118.25,301.0,18625.0,3.81,773.0,382170.0,804.0,262.89,81.01,1.61,0.73,2.14,4.98
90,fourth,oct,2027-10-22,64,3495.0,434139.0,188.46,662.0,244644.0,118.9,303.0,18639.0,3.81,783.0,390610.0,820.0,266.25,81.73,1.62,0.75,2.15,5.04
91,fourth,oct,2027-10-29,64,3327.0,437269.0,189.39,657.0,242735.0,119.8,305.0,18637.0,3.82,795.0,395285.0,830.0,271.06,82.24,1.58,0.74,2.17,5.1
92,fourth,nov,2027-11-05,64,3178.0,440284.0,189.58,648.0,241919.0,121.3,310.0,18643.0,3.82,802.0,401226.0,838.0,275.17,82.66,1.59,0.75,2.17,5.17
93,fourth,nov,2027-11-12,64,3357.0,440144.0,188.91,649.0,243409.0,122.49,313.0,18637.0,3.83,805.0,406198.0,845.0,279.36,84.15,1.59,0.76,2.18,5.23
94,fourth,nov,2027-11-19,64,3218.0,441766.0,188.59,647.0,245258.0,123.45,315.0,18653.0,3.84,812.0,412192.0,856.0,282.85,84.65,1.63,0.75,2.2,5.28
95,fourth,nov,2027-11-26,64,3363.0,441428.0,188.89,625.0,246760.0,123.95,318.0,18641.0,3.85,818.0,416614.0,871.0,287.52,85.02,1.66,0.76,2.22,5.3
96,fourth,dec,2027-12-03,64,3410.0,442030.0,188.86,628.0,246894.0,125.49,320.0,18644.0,3.86,830.0,422812.0,879.0,290.51,85.8,1.7,0.76,2.22,5.31
97,fourth,dec,2027-12-10,64,3572.0,441686.0,190.22,611.0,249937.0,126.09,326.0,18667.0,3.85,836.0,432839.0,885.0,293.37,86.76,1.72,0.77,2.24,5.38
98,fourth,dec,2027-12-17,64,3464.0,442642.0,190.55,613.0,249681.0,127.82,329.0,18682.0,3.87,844.0,434064.0,889.0,298.68,88.04,1.76,0.79,2.26,5.49
99,fourth,dec,2027-12-24,64,3797.0,445189.0,192.37,619.0,252763.0,128.1,334.0,18685.0,3.86,845.0,433930.0,893.0,299.61,88.99,1.76,0.8,2.27,5.49
100,fourth,dec,2027-12-31,64,3895.0,449294.0,192.36,635.0,254754.0,129.75,339.0,18693.0,3.85,862.0,434433.0,899.0,300.66,89.92,1.8,0.81,2.27,5.58
101,first,jan,2028-01-07,64,4187.0,449850.0,193.04,645.0,255789.0,129.49,340.0,18690.0,3.88,873.0,439815.0,909.0,303.53,90.82,1.82,0.81,2.31,5.61
102,first,jan,2028-01-14,64,4488.0,452307.0,195.1,644.0,257853.0,129.76,342.0,18702.0,3.9,886.0,443382.0,925.0,304.49,92.05,1.83,0.82,2.33,5.63
103,first,jan,2028-01-21,64,4422.0,455325.0,196.78,647.0,261304.0,131.27,343.0,18718.0,3.9,899.0,448361.0,935.0,307.08,93.54,1.87,0.83,2.37,5.7
104,first,jan,2028-01-28,64,4696.0,455064.0,197.87,658.0,265455.0,131.44,343.0,18739.0,3.91,917.0,449170.0,940.0,308.6,94.55,1.85,0.85,2.37,5.84
105,first,feb,2028-02-04,64,4830.0,453455.0,199.85,660.0,266437.0,131.91,342.0,18756.0,3.91,917.0,449813.0,957.0,312.5,95.33,1.85,0.84,2.4,5.89
106,first,feb,2028-02-11,64,4903.0,455047.0,200.69,669.0,268849.0,132.85,347.0,18759.0,3.93,919.0,456920.0,971.0,314.07,96.35,1.84,0.86,2.38,5.9
107,first,feb,2028-02-18,64,4518.0,454063.0,202.48,662.0,270285.0,133.33,348.0,18767.0,3.92,920.0,464721.0,976.0,315.85,97.48,1.87,0.85,2.43,5.98
108,first,feb,2028-02-25,64,4369.0,457494.0,203.36,664.0,271105.0,133.66,353.0,18773.0,3.93,927.0,471145.0,985.0,317.31,98.34,1.89,0.85,2.44,6.13
109,first,mar,2028-03-03,64,4407.0,457626.0,204.14,682.0,272578.0,134.52,354.0,18787.0,3.96,929.0,477532.0,989.0,320.73,98.64,1.88,0.85,2.47,6.18
110,first,mar,2028-03-10,64,4300.0,458692.0,203.23,694.0,273712.0,135.62,358.0,18793.0,3.95,937.0,484525.0,1000.0,322.37,98.63,1.9,0.85,2.51,6.23
111,first,mar,2028-03-17,64,4385.0,460150.0,203.96,685.0,275694.0,137.31,361.0,18815.0,3.96,956.0,483080.0,1019.0,325.2,99.41,1.89,0.88,2.53,6.27
112,first,mar,2028-03-24,64,4682.0,462477.0,204.66,686.0,278501.0,137.85,364.0,18827.0,3.98,961.0,488566.0,1023.0,328.42,99.14,1.89,0.88,2.54,6.36
113,first,mar,2028-03-31,64,4875.0,463566.0,205.89,680.0,280872.0,137.52,363.0,18848.0,3.98,965.0,493661.0,1040.0,331.16,100.16,1.92,0.89,2.54,6.39
114,second,apr,2028-04-07,64,4645.0,464728.0,205.17,706.0,283008.0,138.82,363.0,18852.0,3.97,973.0,497873.0,1050.0,334.96,101.15,1.92,0.89,2.57,6.43
115,second,apr,2028-04-14,64,4527.0,469287.0,206.62,710.0,283243.0,138.8,368.0,18847.0,3.98,984.0,505877.0,1053.0,336.9,102.19,1.92,0.88,2.59,6.54
116,second,apr,2028-04-21,64,4216.0,469228.0,207.67,704.0,286649.0,138.91,374.0,18849.0,3.97,992.0,506873.0,1060.0,339.44,103.88,1.92,0.88,2.62,6.56
117,second,apr,2028-04-28,64,4043.0,470072.0,208.75,696.0,286671.0,139.14,379.0,18863.0,3.98,1003.0,508538.0,1068.0,343.28,105.05,1.95,0.88,2.65,6.64
118,second,may,2028-05-05,64,3933.0,472210.0,208.97,705.0,286640.0,139.75,381.0,18882.0,3.97,1014.0,513999.0,1089.0,348.47,106.06,1.97,0.88,2.66,6.7
119,second,may,2028-05-12,64,4123.0,473277.0,210.51,713.0,285557.0,140.05,380.0,18863.0,3.96,1024.0,523628.0,1098.0,348.39,106.63,1.97,0.87,2.67,6.77
120,second,may,2028-05-19,64,4148.0,472405.0,211.78,723.0,288277.0,139.51,381.0,18876.0,3.97,1038.0,525264.0,1115.0,349.89,107.64,1.96,0.86,2.71,6.84
121,second,may,2028-05-26,64,3833.0,471186.0,212.64,724.0,289683.0,141.07,386.0,18870.0,3.97,1044.0,533079.0,1123.0,353.17,109.1,1.97,0.87,2.72,6.86
122,second,jun,2028-06-02,64,4034.0,473807.0,212.17,728.0,290170.0,142.52,386.0,18883.0,3.99,1052.0,539072.0,1118.0,354.85,110.13,2.0,0.89,2.74,6.94
123,second,jun,2028-06-09,64,4085.0,472402.0,213.04,724.0,291212.0,142.46,392.0,18894.0,3.97,1061.0,545189.0,1128.0,355.92,110.86,2.02,0.88,2.76,6.99
124,second,jun,2028-06-16,64,3818.0,475700.0,214.34,742.0,297037.0,142.34,397.0,18900.0,4.0,1068.0,551720.0,1145.0,358.32,111.87,2.06,0.87,2.78,6.99
125,second,jun,2028-06-23,64,3645.0,479273.0,215.28,757.0,299820.0,142.86,399.0,18906.0,4.01,1073.0,550859.0,1156.0,359.79,112.64,2.09,0.89,2.82,6.93
126,second,jun,2028-06-30,64,3311.0,481595.0,215.98,768.0,301976.0,143.04,400.0,18925.0,4.03,1079.0,551493.0,1168.0,361.18,113.67,2.11,0.9,2.84,7.0
127,third,jul,2028-07-07,64,3129.0,482864.0,217.47,791.0,303756.0,144.55,403.0,18927.0,4.02,1089.0,556938.0,1176.0,362.8,114.23,2.1,0.89,2.89,7.05
128,third,jul,2028-07-14,64,3278.0,483477.0,217.92,787.0,307539.0,146.2,402.0,18945.0,4.02,1102.0,556032.0,1183.0,365.59,114.98,2.13,0.9,2.91,7.09
129,third,jul,2028-07-21,64,3091.0,486612.0,219.29,793.0,309751.0,147.52,403.0,18957.0,4.03,1108.0,556485.0,1194.0,368.42,115.95,2.15,0.89,2.93,7.12
130,third,jul,2028-07-28,64,3187.0,488937.0,219.88,794.0,309862.0,149.09,405.0,18957.0,4.06,1118.0,556624.0,1208.0,371.25,116.69,2.2,0.89,2.96,7.17
131,third,aug,2028-08-04,64,3367.0,489515.0,220.62,795.0,313123.0,151.76,409.0,18963.0,4.07,1123.0,569910.0,1215.0,373.74,118.03,2.22,0.91,2.97,7.24
132,third,aug,2028-08-11,64,3328.0,491947.0,221.67,786.0,315316.0,150.95,413.0,18961.0,4.07,1130.0,576271.0,1220.0,376.04,119.57,2.2,0.91,3.0,7.33
133,third,aug,2028-08-18,64,3258.0,495700.0,221.84,782.0,316730.0,150.87,417.0,18971.0,4.07,1142.0,583836.0,1236.0,378.84,120.48,2.23,0.92,3.03,7.39
134,third,aug,2028-08-25,64,3379.0,495920.0,222.74,795.0,320175.0,151.49,420.0,18964.0,4.08,1147.0,588384.0,1244.0,382.38,121.5,2.24,0.94,3.07,7.42
135,third,sep,2028-09-01,64,3645.0,498243.0,224.25,793.0,320429.0,151.81,418.0,18976.0,4.08,1161.0,589496.0,1250.0,385.14,123.01,2.23,0.94,3.08,7.45
136,third,sep,2028-09-08,64,4125.0,498686.0,225.2,790.0,324259.0,152.57,423.0,18988.0,4.07,1174.0,596945.0,1256.0,388.69,123.46,2.26,0.95,3.11,7.55
137,third,sep,2028-09-15,64,3936.0,495705.0,226.02,766.0,325996.0,153.38,425.0,18990.0,4.08,1185.0,601122.0,1259.0,391.13,124.34,2.27,0.97,3.14,7.58
138,third,sep,2028-09-22,64,4113.0,497726.0,226.9,781.0,329250.0,153.99,426.0,19005.0,4.09,1198.0,601902.0,1272.0,394.79,125.37,2.27,0.97,3.14,7.59
139,third,sep,2028-09-29,64,4063.0,500074.0,226.89,775.0,332210.0,154.5,430.0,19028.0,4.11,1210.0,610904.0,1282.0,398.16,126.4,2.28,0.97,3.15,7.64
140,fourth,oct,2028-10-06,64,4086.0,503799.0,227.82,777.0,334559.0,156.23,435.0,19032.0,4.13,1215.0,619330.0,1293.0,399.08,127.3,2.3,0.96,3.16,7.76
141,fourth,oct,2028-10-13,64,4288.0,504493.0,228.89,782.0,336018.0,156.35,438.0,19053.0,4.15,1222.0,627379.0,1310.0,402.28,128.48,2.31,0.97,3.17,7.79
142,fourth,oct,2028-10-20,64,4287.0,506774.0,228.88,785.0,334143.0,156.46,442.0,19060.0,4.16,1232.0,631909.0,1326.0,401.84,128.97,2.34,0.97,3.19,7.8
143,fourth,oct,2028-10-27,64,4422.0,508720.0,228.44,804.0,337173.0,158.17,446.0,19034.0,4.17,1243.0,639456.0,1334.0,404.19,129.59,2.37,0.98,3.22,7.88
144,fourth,nov,2028-11-03,64,4721.0,509205.0,229.0,803.0,337750.0,158.64,448.0,19022.0,4.18,1260.0,640149.0,1347.0,406.81,130.17,2.38,0.98,3.24,7.94
145,fourth,nov,2028-11-10,64,4844.0,511079.0,229.86,793.0,341843.0,158.88,449.0,19026.0,4.18,1270.0,645086.0,1354.0,410.43,131.07,2.42,0.98,3.27,8.02
146,fourth,nov,2028-11-17,64,4855.0,514807.0,230.16,798.0,342147.0,159.76,452.0,19018.0,4.2,1276.0,652467.0,1361.0,415.4,131.16,2.47,0.99,3.3,8.01
147,fourth,nov,2028-11-24,64,4908.0,517747.0,232.0,798.0,342163.0,161.13,458.0,19023.0,4.19,1289.0,653206.0,1369.0,417.3,132.15,2.49,0.99,3.32,8.08
148,fourth,dec,2028-12-01,64,5017.0,518418.0,231.9,768.0,343406.0,163.15,465.0,19045.0,4.21,1299.0,655313.0,1380.0,420.04,133.12,2.48,1.01,3.34,8.16
149,fourth,dec,2028-12-08,64,5142.0,519022.0,231.82,765.0,345109.0,166.28,467.0,19074.0,4.2,1308.0,659323.0,1390.0,422.12,134.09,2.53,1.02,3.37,8.27
150,fourth,dec,2028-12-15,64,5024.0,520443.0,231.77,775.0,346846.0,167.88,469.0,19093.0,4.21,1318.0,657757.0,1400.0,423.66,134.77,2.52,1.02,3.38,8.28
151,fourth,dec,2028-12-22,64,4970.0,526452.0,233.96,773.0,347511.0,168.5,470.0,19103.0,4.22,1324.0,663146.0,1422.0,426.54,135.46,2.5,1.03,3.43,8.33
152,fourth,dec,2028-12-29,64,5197.0,525830.0,235.43,770.0,348768.0,169.73,469.0,19086.0,4.23,1336.0,670684.0,1432.0,429.31,136.27,2.52,1.03,3.46,8.4
153,first,jan,2029-01-05,64,5191.0,524813.0,237.02,780.0,352041.0,170.67,474.0,19078.0,4.23,1340.0,677308.0,1442.0,432.04,137.24,2.57,1.06,3.46,8.41
154,first,jan,2029-01-12,64,5030.0,525605.0,239.24,782.0,353109.0,171.42,481.0,19090.0,4.23,1354.0,683177.0,1451.0,436.71,138.72,2.56,1.06,3.47,8.55
155,first,jan,2029-01-19,64,5097.0,526884.0,241.08,792.0,355322.0,172.25,482.0,19115.0,4.24,1361.0,686578.0,1459.0,438.72,139.48,2.59,1.06,3.5,8.61
156,first,jan,2029-01-26,64,4792.0,529825.0,243.99,815.0,355261.0,172.52,484.0,19117.0,4.24,1366.0,687774.0,1470.0,444.88,140.34,2.61,1.05,3.52,8.67
157,first,feb,2029-02-02,64,4927.0,532323.0,245.12,815.0,359297.0,173.09,489.0,19115.0,4.24,1382.0,692039.0,1477.0,445.88,141.07,2.6,1.07,3.54,8.77
158,first,feb,2029-02-09,64,4829.0,530953.0,245.8,808.0,359670.0,174.87,490.0,19119.0,4.24,1384.0,696311.0,1485.0,448.4,141.93,2.64,1.07,3.57,8.86
159,first,feb,2029-02-16,64,4906.0,529561.0,246.59,805.0,363183.0,176.19,492.0,19124.0,4.25,1384.0,710084.0,1487.0,449.93,141.98,2.69,1.07,3.6,8.96
160,first,feb,2029-02-23,64,4836.0,532176.0,248.12,815.0,364776.0,176.58,495.0,19123.0,4.22,1395.0,714216.0,1493.0,453.78,143.27,2.73,1.07,3.62,9.0
161,first,mar,2029-03-02,64,4978.0,532354.0,250.04,809.0,367287.0,177.64,498.0,19148.0,4.23,1407.0,715548.0,1497.0,456.11,144.01,2.73,1.09,3.64,9.03
162,first,mar,2029-03-09,64,4930.0,535411.0,251.3,824.0,367532.0,178.47,499.0,19156.0,4.25,1413.0,718926.0,1505.0,459.35,144.7,2.74,1.09,3.66,9.12
163,first,mar,2029-03-16,64,5005.0,537955.0,252.52,829.0,368424.0,178.78,501.0,19157.0,4.26,1412.0,724932.0,1516.0,463.88,145.17,2.75,1.09,3.69,9.24
164,first,mar,2029-03-23,64,4829.0,539498.0,254.38,812.0,370847.0,178.87,501.0,19153.0,4.28,1421.0,726063.0,1526.0,466.15,146.02,2.76,1.09,3.7,9.27
165,first,mar,2029-03-30,64,4832.0,540832.0,254.29,795.0,370268.0,180.64,509.0,19167.0,4.28,1438.0,732696.0,1533.0,468.87,147.09,2.78,1.1,3.71,9.3
166,second,apr,2029-04-06,64,4652.0,541103.0,255.04,808.0,371232.0,181.98,513.0,19173.0,4.28,1440.0,738045.0,1543.0,471.85,147.54,2.77,1.11,3.74,9.37
167,second,apr,2029-04-13,64,4877.0,541250.0,255.53,819.0,373590.0,183.89,514.0,19171.0,4.3,1452.0,741940.0,1549.0,474.01,148.71,2.81,1.13,3.77,9.37
168,second,apr,2029-04-20,64,4977.0,543725.0,255.34,833.0,374930.0,184.38,516.0,19183.0,4.3,1459.0,746787.0,1560.0,477.3,149.53,2.82,1.13,3.76,9.38
169,second,apr,2029-04-27,64,4727.0,549130.0,255.59,833.0,376752.0,185.25,520.0,19188.0,4.3,1470.0,747524.0,1564.0,482.11,149.57,2.82,1.13,3.78,9.42
170,second,may,2029-05-04,64,4616.0,550126.0,255.41,862.0,380959.0,185.09,524.0,19199.0,4.32,1476.0,754769.0,1573.0,486.79,150.74,2.83,1.14,3.78,9.48
