id,quarter,month,date,total_storage,volumes_digitised,images_digitised,digitised_size,volumes_uploaded,images_uploaded,image_storage_size,not_volumes,not_images,not_storage_size,volume_master,images_master,master_on_viewer,storage_master,estimated_storage_on_viwer,volumes_goobi,images_goobi,upload_goobi,storaged_used
52,first,jan,2027-01-29,64,2329,374029,165.95,514,178082,91.47,200,18323,3.67,471,209505,462,156.59,50.29,1,0.57,1.17,3.1
53,first,feb,2027-02-05,64,2425,374447,166.28,513,180060,91.73,204,18347,3.68,479,214063,472,158.73,51.26,13,0.58,1.18,3.18
54,first,feb,2027-02-12,64,1975,375564,168.52,518,182876,92.64,207,18360,3.68,493,218022,482,161.98,51.57,18,0.57,1.19,3.19
55,first,feb,2027-02-19,64,1601,377034,169.79,526,185564,93.63,210,18359,3.68,507,224441,489,165.16,52.4,1.11,0.57,1.2,3.22
56,first,feb,2027-02-26,64,1672,380674,170.9,545,188461,94.63,215,18389,3.72,520,227382,497,168.28,52.99,1.15,0.57,1.22,3.31
57,first,mar,2027-03-05,64,1825,380849,171.65,546,188953,95.43,218,18398,3.71,530,230009,510,170.71,54.32,1.17,0.57,1.26,3.39
58,first,mar,2027-03-12,64,1865,382071,1729,542,190019,96.12,223,18405,3.71,540,231001,518,172.5,55.69,1.18,0.57,1.27,3.39
59,first,mar,2027-03-19,64,2200,382815,172.15,546,192962,96.51,227,18407,3.72,558,235708,528,173.59,573,1.22,0.59,1.3,3.4
60,first,mar,2027-03-26,64,2255,385884,172.63,540,193571,96.42,232,18428,3.72,566,239401,538,176.83,57.73,1.25,0.59,1.32,3.43
61,second,apr,2027-04-02,64,2069,384406,172.82,550,196483,96.47,233,18447,3.72,569,240864,544,177.93,58.47,1.27,0.59,1.33,3.56
62,second,apr,2027-04-09,64,2066,388971,1738,555,199337,97.88,235,18469,3.73,577,244377,559,181.39,59.47,1.28,0.59,1.34,3.63
63,second,apr,2027-04-16,64,1884,388129,174.25,558,202978,99.75,236,18486,3.76,592,245423,566,185.29,60.21,1.31,0.59,1.37,3.71
64,second,apr,2027-04-23,64,2013,390830,174.55,553,201081,99.38,240,18510,3.78,598,252402,572,1874,617,1.34,0.59,1.41,3.69
65,second,apr,2027-04-30,64,1975,393337,1766,547,201728,99.23,241,18505,3.76,606,255368,579,191.55,61.78,1.36,0.6,1.42,3.72
66,second,may,2027-05-07,64,1844,394501,176.89,543,203535,100.81,248,18521,3.75,609,260659,586,195.3,62.29,1.38,0.6,1.42,3.77
67,second,may,2027-05-14,64,2132,395342,177.63,549,203320,102.51,253,18511,3.74,619,268205,599,198.46,62.56,1.36,0.61,1.45,3.85
68,second,may,2027-05-21,64,1803,393633,178.37,564,203416,1043,256,18513,3.73,627,277528,609,202.15,62.72,1.34,0.61,1.48,3.88
69,second,may,2027-05-28,64,2021,393635,178.16,587,205318,104.86,257,18517,3.73,632,280613,622,2046,63.26,1.36,0.6,1.5,3.87
70,second,jun,2027-06-04,64,2154,397894,177,608,207751,105.55,260,18520,3.71,639,282264,628,207.38,644,1.37,0.61,1.54,41
71,second,jun,2027-06-11,64,2253,398902,176.55,616,212875,106.35,265,18519,3.72,651,285837,633,210.93,65.35,1.39,0.62,1.57,41
72,second,jun,2027-06-18,64,2001,398921,177.91,612,213796,107.24,266,18522,3.72,652,290228,646,214.95,66.21,1.4,0.62,1.59,42
73,second,jun,2027-06-25,64,2147,397247,177.5,600,213840,1084,266,18546,3.72,650,294252,653,218.78,67.44,1.4,0.62,1.6,44
74,third,jul,2027-07-02,64,2298,402601,178.6,616,214587,108.24,266,18535,3.73,654,297372,658,2245,68.41,1.41,0.62,1.63,49
75,third,jul,2027-07-09,64,2541,405719,178.48,604,218962,109.27,270,18535,3.74,662,305993,667,226.84,693,1.43,0.64,1.67,4.13
76,third,jul,2027-07-16,64,2327,403243,179.75,610,219535,110.27,273,18544,3.74,674,311010,675,228.13,70.13,1.44,0.64,1.68,4.1
77,third,jul,2027-07-23,64,2279,406435,178.77,621,219365,110.81,279,18551,3.74,682,320529,684,231.14,71.58,1.46,0.65,1.71,4.17
78,third,jul,2027-07-30,64,2344,404647,180.22,630,218537,112.48,283,18551,3.74,690,324775,691,234.97,72.74,1.51,0.65,1.75,4.24
79,third,aug,2027-08-06,64,2415,405863,1813,644,220137,1146,288,18545,3.76,690,324900,698,236.92,73.72,1.52,0.65,1.76,4.24
80,third,aug,2027-08-13,64,2551,408203,181.93,649,222624,115.47,289,18561,3.79,693,329289,708,2409,74.42,1.52,0.66,1.82,4.29
81,third,aug,2027-08-20,64,2790,412717,183.81,650,225229,115.82,291,18554,3.8,699,335397,715,243.49,75.2,1.54,0.66,1.86,4.39
82,third,aug,2027-08-27,64,2909,415887,184.42,636,228437,115.63,291,18549,3.79,704,340292,728,247.25,769,1.56,0.69,1.89,4.5
83,third,sep,2027-09-03,64,3089,416494,184.69,636,229319,116.12,293,18541,3.81,715,343006,746,249.88,77.28,1.53,0.68,1.93,4.59
84,third,sep,2027-09-10,64,3011,418639,184.44,655,229650,116.87,294,18539,3.81,725,351637,756,251.8,78.51,1.56,0.69,1.98,4.65
85,third,sep,2027-09-17,64,3053,423378,184.96,653,232420,117.24,297,18541,3.82,732,361807,765,254.62,78.74,1.58,0.69,23,4.71
86,third,sep,2027-09-24,64,2841,428427,186.62,661,236606,118.43,296,18553,3.81,745,365849,775,257.76,79.67,1.57,0.71,26,4.81
87,fourth,oct,2027-10-01,64,3162,430344,187.79,651,236898,119.22,297,18568,3.82,752,371325,788,2604,80.42,1.57,0.71,28,4.86
88,fourth,oct,2027-10-08,64,2978,430613,189.41,657,239364,119.38,300,18592,3.81,763,376921,796,260.43,80.99,1.6,0.72,2.13,4.91
89,fourth,oct,2027-10-15,64,3223,430229,188.95,652,242136,118.25,301,18625,3.81,773,382170,804,262.89,811,1.61,0.73,2.14,4.98
90,fourth,oct,2027-10-22,64,3495,434139,188.46,662,244644,118.9,303,18639,3.81,783,390610,820,266.25,81.73,1.62,0.75,2.15,54
91,fourth,oct,2027-10-29,64,3327,437269,189.39,657,242735,119.8,305,18637,3.82,795,395285,830,2716,82.24,1.58,0.74,2.17,5.1
92,fourth,nov,2027-11-05,64,3178,440284,189.58,648,241919,121.3,310,18643,3.82,802,401226,838,275.17,82.66,1.59,0.75,2.17,5.17
93,fourth,nov,2027-11-12,64,3357,440144,188.91,649,243409,122.49,313,18637,3.83,805,406198,845,279.36,84.15,1.59,0.76,2.18,5.23
94,fourth,nov,2027-11-19,64,3218,441766,188.59,647,245258,123.45,315,18653,3.84,812,412192,856,282.85,84.65,1.63,0.75,2.2,5.28
95,fourth,nov,2027-11-26,64,3363,441428,188.89,625,246760,123.95,318,18641,3.85,818,416614,871,287.52,852,1.66,0.76,2.22,5.3
96,fourth,dec,2027-12-03,64,3410,442030,188.86,628,246894,125.49,320,18644,3.86,830,422812,879,290.51,85.8,1.7,0.76,2.22,5.31
97,fourth,dec,2027-12-10,64,3572,441686,190.22,611,249937,1269,326,18667,3.85,836,432839,885,293.37,86.76,1.72,0.77,2.24,5.38
98,fourth,dec,2027-12-17,64,3464,442642,190.55,613,249681,127.82,329,18682,3.87,844,434064,889,298.68,884,1.76,0.79,2.26,5.49
99,fourth,dec,2027-12-24,64,3797,445189,192.37,619,252763,128.1,334,18685,3.86,845,433930,893,299.61,88.99,1.76,0.8,2.27,5.49
100,fourth,dec,2027-12-31,64,3895,449294,192.36,635,254754,129.75,339,18693,3.85,862,434433,899,300.66,89.92,1.8,0.81,2.27,5.58
101,first,jan,2028-01-07,64,4187,449850,1934,645,255789,129.49,340,18690,3.88,873,439815,909,303.53,90.82,1.82,0.81,2.31,5.61
102,first,jan,2028-01-14,64,4488,452307,195.1,644,257853,129.76,342,18702,3.9,886,443382,925,304.49,925,1.83,0.82,2.33,5.63
103,first,jan,2028-01-21,64,4422,455325,196.78,647,261304,131.27,343,18718,3.9,899,448361,935,3078,93.54,1.87,0.83,2.37,5.7
104,first,jan,2028-01-28,64,4696,455064,197.87,658,265455,131.44,343,18739,3.91,917,449170,940,308.6,94.55,1.85,0.85,2.37,5.84
105,first,feb,2028-02-04,64,4830,453455,199.85,660,266437,131.91,342,18756,3.91,917,449813,957,312.5,95.33,1.85,0.84,2.4,5.89
106,first,feb,2028-02-11,64,4903,455047,200.69,669,268849,132.85,347,18759,3.93,919,456920,971,3147,96.35,1.84,0.86,2.38,5.9
107,first,feb,2028-02-18,64,4518,454063,202.48,662,270285,133.33,348,18767,3.92,920,464721,976,315.85,97.48,1.87,0.85,2.43,5.98
108,first,feb,2028-02-25,64,4369,457494,203.36,664,271105,133.66,353,18773,3.93,927,471145,985,317.31,98.34,1.89,0.85,2.44,6.13
109,first,mar,2028-03-03,64,4407,457626,204.14,682,272578,134.52,354,18787,3.96,929,477532,989,320.73,98.64,1.88,0.85,2.47,6.18
110,first,mar,2028-03-10,64,4300,458692,203.23,694,273712,135.62,358,18793,3.95,937,484525,1000,322.37,98.63,1.9,0.85,2.51,6.23
111,first,mar,2028-03-17,64,4385,460150,203.96,685,275694,137.31,361,18815,3.96,956,483080,1019,325.2,99.41,1.89,0.88,2.53,6.27
112,first,mar,2028-03-24,64,4682,462477,204.66,686,278501,137.85,364,18827,3.98,961,488566,1023,328.42,99.14,1.89,0.88,2.54,6.36
113,first,mar,2028-03-31,64,4875,463566,205.89,680,280872,137.52,363,18848,3.98,965,493661,1040,331.16,100.16,1.92,0.89,2.54,6.39
114,second,apr,2028-04-07,64,4645,464728,205.17,706,283008,138.82,363,18852,3.97,973,497873,1050,334.96,101.15,1.92,0.89,2.57,6.43
115,second,apr,2028-04-14,64,4527,469287,206.62,710,283243,138.8,368,18847,3.98,984,505877,1053,336.9,102.19,1.92,0.88,2.59,6.54
116,second,apr,2028-04-21,64,4216,469228,207.67,704,286649,138.91,374,18849,3.97,992,506873,1060,339.44,103.88,1.92,0.88,2.62,6.56
117,second,apr,2028-04-28,64,4043,470072,208.75,696,286671,139.14,379,18863,3.98,1003,508538,1068,343.28,1055,1.95,0.88,2.65,6.64
118,second,may,2028-05-05,64,3933,472210,208.97,705,286640,139.75,381,18882,3.97,1014,513999,1089,348.47,1066,1.97,0.88,2.66,6.7
119,second,may,2028-05-12,64,4123,473277,210.51,713,285557,1405,380,18863,3.96,1024,523628,1098,348.39,106.63,1.97,0.87,2.67,6.77
120,second,may,2028-05-19,64,4148,472405,211.78,723,288277,139.51,381,18876,3.97,1038,525264,1115,349.89,107.64,1.96,0.86,2.71,6.84
121,second,may,2028-05-26,64,3833,471186,212.64,724,289683,1417,386,18870,3.97,1044,533079,1123,353.17,109.1,1.97,0.87,2.72,6.86
122,second,jun,2028-06-02,64,4034,473807,212.17,728,290170,142.52,386,18883,3.99,1052,539072,1118,354.85,110.13,2,0.89,2.74,6.94
123,second,jun,2028-06-09,64,4085,472402,2134,724,291212,142.46,392,18894,3.97,1061,545189,1128,355.92,110.86,22,0.88,2.76,6.99
124,second,jun,2028-06-16,64,3818,475700,214.34,742,297037,142.34,397,18900,4,1068,551720,1145,358.32,111.87,26,0.87,2.78,6.99
125,second,jun,2028-06-23,64,3645,479273,215.28,757,299820,142.86,399,18906,41,1073,550859,1156,359.79,112.64,29,0.89,2.82,6.93
126,second,jun,2028-06-30,64,3311,481595,215.98,768,301976,1434,400,18925,43,1079,551493,1168,361.18,113.67,2.11,0.9,2.84,7
127,third,jul,2028-07-07,64,3129,482864,217.47,791,303756,144.55,403,18927,42,1089,556938,1176,362.8,114.23,2.1,0.89,2.89,75
128,third,jul,2028-07-14,64,3278,483477,217.92,787,307539,146.2,402,18945,42,1102,556032,1183,365.59,114.98,2.13,0.9,2.91,79
129,third,jul,2028-07-21,64,3091,486612,219.29,793,309751,147.52,403,18957,43,1108,556485,1194,368.42,115.95,2.15,0.89,2.93,7.12
130,third,jul,2028-07-28,64,3187,488937,219.88,794,309862,1499,405,18957,46,1118,556624,1208,371.25,116.69,2.2,0.89,2.96,7.17
131,third,aug,2028-08-04,64,3367,489515,220.62,795,313123,151.76,409,18963,47,1123,569910,1215,373.74,1183,2.22,0.91,2.97,7.24
132,third,aug,2028-08-11,64,3328,491947,221.67,786,315316,150.95,413,18961,47,1130,576271,1220,3764,119.57,2.2,0.91,3,7.33
133,third,aug,2028-08-18,64,3258,495700,221.84,782,316730,150.87,417,18971,47,1142,583836,1236,378.84,120.48,2.23,0.92,33,7.39
134,third,aug,2028-08-25,64,3379,495920,222.74,795,320175,151.49,420,18964,48,1147,588384,1244,382.38,121.5,2.24,0.94,37,7.42
135,third,sep,2028-09-01,64,3645,498243,224.25,793,320429,151.81,418,18976,48,1161,589496,1250,385.14,1231,2.23,0.94,38,7.45
136,third,sep,2028-09-08,64,4125,498686,225.2,790,324259,152.57,423,18988,47,1174,596945,1256,388.69,123.46,2.26,0.95,3.11,7.55
137,third,sep,2028-09-15,64,3936,495705,2262,766,325996,153.38,425,18990,48,1185,601122,1259,391.13,124.34,2.27,0.97,3.14,7.58
138,third,sep,2028-09-22,64,4113,497726,226.9,781,329250,153.99,426,19005,49,1198,601902,1272,394.79,125.37,2.27,0.97,3.14,7.59
139,third,sep,2028-09-29,64,4063,500074,226.89,775,332210,154.5,430,19028,4.11,1210,610904,1282,398.16,126.4,2.28,0.97,3.15,7.64
140,fourth,oct,2028-10-06,64,4086,503799,227.82,777,334559,156.23,435,19032,4.13,1215,619330,1293,3998,127.3,2.3,0.96,3.16,7.76
141,fourth,oct,2028-10-13,64,4288,504493,228.89,782,336018,156.35,438,19053,4.15,1222,627379,1310,402.28,128.48,2.31,0.97,3.17,7.79
142,fourth,oct,2028-10-20,64,4287,506774,228.88,785,334143,156.46,442,19060,4.16,1232,631909,1326,401.84,128.97,2.34,0.97,3.19,7.8
143,fourth,oct,2028-10-27,64,4422,508720,228.44,804,337173,158.17,446,19034,4.17,1243,639456,1334,404.19,129.59,2.37,0.98,3.22,7.88
144,fourth,nov,2028-11-03,64,4721,509205,229,803,337750,158.64,448,19022,4.18,1260,640149,1347,406.81,130.17,2.38,0.98,3.24,7.94
145,fourth,nov,2028-11-10,64,4844,511079,229.86,793,341843,158.88,449,19026,4.18,1270,645086,1354,410.43,1317,2.42,0.98,3.27,82
146,fourth,nov,2028-11-17,64,4855,514807,230.16,798,342147,159.76,452,19018,4.2,1276,652467,1361,415.4,131.16,2.47,0.99,3.3,81
147,fourth,nov,2028-11-24,64,4908,517747,232,798,342163,161.13,458,19023,4.19,1289,653206,1369,417.3,132.15,2.49,0.99,3.32,88
148,fourth,dec,2028-12-01,64,5017,518418,231.9,768,343406,163.15,465,19045,4.21,1299,655313,1380,4204,133.12,2.48,11,3.34,8.16
149,fourth,dec,2028-12-08,64,5142,519022,231.82,765,345109,166.28,467,19074,4.2,1308,659323,1390,422.12,1349,2.53,12,3.37,8.27
150,fourth,dec,2028-12-15,64,5024,520443,231.77,775,346846,167.88,469,19093,4.21,1318,657757,1400,423.66,134.77,2.52,12,3.38,8.28
151,fourth,dec,2028-12-22,64,4970,526452,233.96,773,347511,168.5,470,19103,4.22,1324,663146,1422,426.54,135.46,2.5,13,3.43,8.33
152,fourth,dec,2028-12-29,64,5197,525830,235.43,770,348768,169.73,469,19086,4.23,1336,670684,1432,429.31,136.27,2.52,13,3.46,8.4
153,first,jan,2029-01-05,64,5191,524813,2372,780,352041,170.67,474,19078,4.23,1340,677308,1442,4324,137.24,2.57,16,3.46,8.41
154,first,jan,2029-01-12,64,5030,525605,239.24,782,353109,171.42,481,19090,4.23,1354,683177,1451,436.71,138.72,2.56,16,3.47,8.55
155,first,jan,2029-01-19,64,5097,526884,2418,792,355322,172.25,482,19115,4.24,1361,686578,1459,438.72,139.48,2.59,16,3.5,8.61
156,first,jan,2029-01-26,64,4792,529825,243.99,815,355261,172.52,484,19117,4.24,1366,687774,1470,444.88,140.34,2.61,15,3.52,8.67
157,first,feb,2029-02-02,64,4927,532323,245.12,815,359297,1739,489,19115,4.24,1382,692039,1477,445.88,1417,2.6,17,3.54,8.77
158,first,feb,2029-02-09,64,4829,530953,245.8,808,359670,174.87,490,19119,4.24,1384,696311,1485,448.4,141.93,2.64,17,3.57,8.86
159,first,feb,2029-02-16,64,4906,529561,246.59,805,363183,176.19,492,19124,4.25,1384,710084,1487,449.93,141.98,2.69,17,3.6,8.96
160,first,feb,2029-02-23,64,4836,532176,248.12,815,364776,176.58,495,19123,4.22,1395,714216,1493,453.78,143.27,2.73,17,3.62,9
161,first,mar,2029-03-02,64,4978,532354,2504,809,367287,177.64,498,19148,4.23,1407,715548,1497,456.11,1441,2.73,19,3.64,93
162,first,mar,2029-03-09,64,4930,535411,251.3,824,367532,178.47,499,19156,4.25,1413,718926,1505,459.35,144.7,2.74,19,3.66,9.12
163,first,mar,2029-03-16,64,5005,537955,252.52,829,368424,178.78,501,19157,4.26,1412,724932,1516,463.88,145.17,2.75,19,3.69,9.24
164,first,mar,2029-03-23,64,4829,539498,254.38,812,370847,178.87,501,19153,4.28,1421,726063,1526,466.15,1462,2.76,19,3.7,9.27
165,first,mar,2029-03-30,64,4832,540832,254.29,795,370268,180.64,509,19167,4.28,1438,732696,1533,468.87,1479,2.78,1.1,3.71,9.3
166,second,apr,2029-04-06,64,4652,541103,2554,808,371232,181.98,513,19173,4.28,1440,738045,1543,471.85,147.54,2.77,1.11,3.74,9.37
167,second,apr,2029-04-13,64,4877,541250,255.53,819,373590,183.89,514,19171,4.3,1452,741940,1549,4741,148.71,2.81,1.13,3.77,9.37
168,second,apr,2029-04-20,64,4977,543725,255.34,833,374930,184.38,516,19183,4.3,1459,746787,1560,477.3,149.53,2.82,1.13,3.76,9.38
169,second,apr,2029-04-27,64,4727,549130,255.59,833,376752,185.25,520,19188,4.3,1470,747524,1564,482.11,149.57,2.82,1.13,3.78,9.42
170,second,may,2029-05-04,64,4616,550126,255.41,862,380959,1859,524,19199,4.32,1476,754769,1573,486.79,150.74,2.83,1.14,3.78,9.48
171,second,may,2029-05-11,64,4798,555360,2563,884,384439,186.71,527,19225,4.34,1485,759939,1581,490.12,150.56,2.83,1.14,3.81,9.53
172,second,may,2029-05-18,64,4676,554473,257.59,880,382385,187.52,530,19240,4.35,1498,766186,1592,493.95,150.89,2.86,1.15,3.85,9.64
173,second,may,2029-05-25,64,4790,557596,259.2,894,383340,188.23,533,19243,4.36,1507,767106,1594,494.87,151.34,2.88,1.15,3.88,9.73
174,second,jun,2029-06-01,64,4704,558933,2613,916,386347,189.6,539,19237,4.34,1522,773342,1602,496.15,151.99,2.89,1.16,3.91,9.8
175,second,jun,2029-06-08,64,4780,561373,262.68,933,386809,191,544,19240,4.36,1533,776812,1614,499.42,153.13,2.93,1.16,3.92,9.84
176,second,jun,2029-06-15,64,4699,562189,264.35,942,387892,190.61,546,19221,4.39,1539,783210,1623,502.12,153.97,2.91,1.17,3.93,9.93
177,second,jun,2029-06-22,64,4750,561086,2644,943,388792,191.47,547,19245,4.39,1555,787166,1631,505.93,154.47,2.92,1.17,3.94,104
178,second,jun,2029-06-29,64,4875,565156,263.98,940,388402,192.43,548,19258,4.4,1569,791455,1636,508.84,1554,2.92,1.18,3.95,10.1
179,third,jul,2029-07-06,64,5105,567422,264.91,933,389391,193.13,552,19252,4.41,1577,791091,1647,511.53,156.38,2.94,1.17,3.96,108
180,third,jul,2029-07-13,64,5141,566048,266,926,390199,193.46,555,19261,4.42,1579,799611,1659,514.8,157.51,2.94,1.18,3.99,10.14
181,third,jul,2029-07-20,64,5013,569845,265.66,928,393727,194.75,559,19295,4.43,1589,810972,1665,5172,158.3,2.93,1.18,44,10.24
182,third,jul,2029-07-27,64,5092,570730,2654,916,394974,195.44,562,19283,4.44,1594,817715,1671,5203,158.85,2.97,1.17,45,10.28
183,third,aug,2029-08-03,64,5133,573577,265.59,928,395728,196.24,567,19297,4.45,1603,816253,1680,524.64,159.68,2.99,1.17,47,10.34
184,third,aug,2029-08-10,64,5127,574372,265.68,925,395859,195.98,569,19317,4.45,1601,816817,1693,525.91,160.1,32,1.17,47,10.41
